"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2001",9.1,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2002",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2003",8.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2004",8.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2005",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2006",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.5,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.2,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2009",7.4,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2010",7.6,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2012",7.2,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2013",7,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2014",6.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1990",19.2,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1991",18.8,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1992",18.8,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1993",19,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1994",19.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1995",19,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1996",19.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1997",20.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1998",20.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","1999",19.9,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2000",20.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2001",20,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2002",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2003",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2004",19.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2005",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2006",18.7,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2007",18.8,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2008",18.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2009",16.7,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2010",17.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2011",16.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2012",15.6,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2013",15.9,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2014",15.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1990",3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1991",3.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1992",3.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1993",3.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1994",3.3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1995",3.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1996",3.5,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1997",3.7,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1998",3.7,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","1999",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2000",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2001",3.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2002",3.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2003",3.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2004",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2005",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2006",4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2007",4.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2008",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2009",4.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2010",4.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2011",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2012",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2013",4.3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2014",4.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1990",1.2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1991",1.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1992",1.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1993",1.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1994",1.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1995",1.4,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1996",1.5,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1997",1.6,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1998",1.6,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","1999",1.6,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2000",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2001",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2002",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2003",1.6,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2004",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2005",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2006",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2007",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2008",1.8,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2009",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2010",1.9,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2011",2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2012",2.1,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2013",2.2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2014",2.3,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1990",1.8,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1991",1.9,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1992",2,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1993",2.1,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1994",2.2,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1995",2.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1996",2.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1997",2.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1998",2.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","1999",2.3,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2000",2.5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2001",2.6,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2002",2.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2003",3.2,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2004",3.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2005",4.1,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2006",4.5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2007",4.9,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2008",5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2009",5.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2010",5.8,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2011",6.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2012",6.5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.8,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2014",6.7,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1990",0.6,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1991",0.6,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1992",0.7,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1993",0.7,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1994",0.7,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1995",0.7,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1996",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1997",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1998",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","1999",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2000",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2001",0.8,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2002",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2003",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2004",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2005",0.9,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2006",1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2007",1.1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2008",1.1,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2009",1.2,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2010",1.3,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2011",1.3,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2013",1.4,
"IND","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1990",0.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1991",0.8,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1992",0.8,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1993",0.9,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1994",0.9,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1995",1,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1996",1.1,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1997",1.2,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1998",1.2,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","1999",1.3,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2000",1.2,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2001",1.3,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2002",1.3,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2003",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2004",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2005",1.4,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2006",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2007",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2008",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2009",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2010",1.5,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2011",1.6,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2012",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2013",1.7,
"IDN","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1990",14.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1991",14.4,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1992",13.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1993",12.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1994",10.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1995",10.4,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1996",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1997",9.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1998",9.5,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","1999",9.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2000",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2001",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2002",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2003",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2004",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2005",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2006",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2007",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2008",10.9,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2009",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2010",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2011",11.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2012",10.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2013",10.5,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2014",10.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1990",9.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1991",9.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1992",9.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1993",10.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1994",10.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1995",10.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1996",10.6,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1997",10.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1998",11.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","1999",11.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2000",11.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2001",11.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2002",11.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2003",11.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2004",12.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2005",12.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2006",12.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2007",13.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2008",14,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2009",14.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2010",15.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2011",15.4,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2012",15.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2013",15.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2014",16.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1990",6.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1991",6.3,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1992",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1993",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1994",6.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1995",6.3,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1996",6.4,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1997",6.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1998",6.7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","1999",6.2,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2000",6.2,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2001",7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2002",7.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2003",7.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2004",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2005",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2006",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2007",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2008",8.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2009",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2010",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2011",7.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2012",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2013",7.9,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2014",8,
